nome,cpf,idade,data,endereco,estado,pais
Eduarda Nogueira,735.648.092-10,42,18/05/1982,"Travessa Cecília Ramos, 38
Vista Alegre
52783-623 Guerra do Oeste / CE","('RS', 'Rio Grande do Sul')",Brasil
Gabriela Nogueira,560.842.731-90,30,03/12/1993,"Campo da Mata
Marajó
01689674 Macedo das Pedras / PE","('PR', 'Paraná')",Brasil
Dra. Ana Souza,532.879.046-47,31,23/08/1993,"Campo Maria Vitória Garcia, 58
Canaa
02487-912 Fogaça / GO","('GO', 'Goiás')",Brasil
Henrique Lima,761.435.890-20,45,11/07/1979,"Via de Rios, 6
São José
40496-429 Gonçalves / SC","('AL', 'Alagoas')",Brasil
Isaac Sousa,294.103.657-16,55,12/08/1969,"Distrito Nicolas Carvalho, 92
Esperança
60763023 Gonçalves de Barros / AC","('PB', 'Paraíba')",Brasil
Ravy Cavalcante,467.152.309-43,31,24/03/1993,"Trevo de Ribeiro, 51
Santa Helena
24099852 Pastor do Oeste / TO","('RO', 'Rondônia')",Brasil
Ayla Carvalho,641.297.350-80,39,06/01/1985,"Distrito de Castro, 83
Pongelupe
75177035 Pimenta do Galho / SC","('MA', 'Maranhão')",Brasil
Benjamim Andrade,031.268.795-86,47,18/04/1977,"Via Rezende, 40
Europa
44040-489 Borges / SC","('RR', 'Roraima')",Brasil
Dr. Luiz Gustavo Lima,031.598.624-70,52,17/12/1971,"Vereda Vasconcelos, 62
Guaratã
90727-213 da Costa / PA","('MS', 'Mato Grosso do Sul')",Brasil
Clarice Costela,742.168.953-28,33,05/04/1991,"Loteamento de Casa Grande, 9
Camponesa 2ª Seção
75776800 Martins de Minas / RR","('RN', 'Rio Grande do Norte')",Brasil
Ayla Pires,024.719.536-70,55,06/04/1969,"Trevo de das Neves, 712
Vila Sumaré
10510-055 Moreira do Sul / PR","('AL', 'Alagoas')",Brasil
Maria Luiza Aparecida,503.849.716-01,40,04/09/1984,"Conjunto Correia, 32
Vila Maloca
72514642 Fonseca de Silveira / TO","('DF', 'Distrito Federal')",Brasil
Sophie Camargo,618.207.534-17,31,26/09/1993,"Trevo de Borges, 4
Cidade Nova
95546881 da Paz da Mata / RO","('DF', 'Distrito Federal')",Brasil
Isaac Ferreira,723.015.684-07,28,04/08/1996,"Loteamento de Montenegro
Jardim São José
71619-536 Viana / SP","('AP', 'Amapá')",Brasil
Isaque Moraes,781.563.049-93,34,08/04/1990,"Travessa Porto, 1
Vila Sumaré
76423-538 das Neves Alegre / TO","('PE', 'Pernambuco')",Brasil
Maria Alice Cirino,374.129.680-50,58,16/09/1966,"Via de Aparecida, 6
São Bento
01537714 Barros / AC","('GO', 'Goiás')",Brasil
Yuri Novaes,465.792.183-55,22,03/12/2001,"Sítio Anthony Gabriel Caldeira, 37
Vila Fumec
60207-423 Silva das Pedras / RO","('PA', 'Pará')",Brasil
Renan Lima,865.012.943-98,21,27/03/2003,"Feira da Cruz, 32
Funcionários
10316-422 Duarte / AM","('RJ', 'Rio de Janeiro')",Brasil
João Guilherme Cardoso,457.308.921-79,35,26/02/1989,"Viaduto de Rodrigues
Vera Cruz
02291049 Leão / SE","('RR', 'Roraima')",Brasil
Rafael Souza,564.178.923-28,25,31/05/1999,"Setor de da Paz, 94
Jardim Alvorada
42464-731 Costa / SC","('MT', 'Mato Grosso')",Brasil
Srta. Lunna Cavalcanti,684.592.371-09,44,03/03/1980,"Vale de Santos, 78
Santa Tereza
73548-594 Garcia / DF","('AP', 'Amapá')",Brasil
Dr. Luan Rios,725.638.940-00,32,15/12/1991,"Parque de Vasconcelos, 21
Vila Santa Monica 1ª Seção
91002613 Fonseca / PA","('AL', 'Alagoas')",Brasil
Caio Pires,935.216.078-95,19,16/02/2005,"Viaduto Vieira, 7
São Salvador
03539905 Aragão / SP","('PE', 'Pernambuco')",Brasil
Maria Vitória Sá,124.089.637-96,50,16/01/1974,"Parque de Campos, 76
São Bento
80063740 Ferreira Alegre / RS","('ES', 'Espírito Santo')",Brasil
Eduarda Fernandes,052.197.863-77,50,20/12/1973,"Rodovia Gabriel Sá, 51
Rio Branco
64443-683 da Luz / RS","('PE', 'Pernambuco')",Brasil
Arthur Miguel Viana,210.764.385-71,36,04/03/1988,"Aeroporto de da Rosa, 99
Conjunto Celso Machado
99255-279 da Paz / MA","('SC', 'Santa Catarina')",Brasil
Maria Clara Abreu,316.708.452-90,24,08/08/2000,"Loteamento Duarte, 458
Venda Nova
74758096 Rios / RR","('PE', 'Pernambuco')",Brasil
Maysa Barbosa,806.751.934-00,27,17/12/1996,"Residencial de Ribeiro, 24
São Jorge 2ª Seção
75837681 Rocha / RO","('PR', 'Paraná')",Brasil
Sra. Júlia Gomes,123.680.957-21,38,01/06/1986,"Campo de Nascimento, 16
Vila São Rafael
19079883 Moura / BA","('PE', 'Pernambuco')",Brasil
Antônio Pacheco,082.793.641-96,46,24/03/1978,"Área Melissa das Neves, 36
Maria Helena
72207256 Macedo / AP","('TO', 'Tocantins')",Brasil
Caleb Sales,765.943.210-99,52,11/10/1972,"Rua Rocha, 3
Vale Do Jatoba
89809687 Moreira de Mendonça / SP","('ES', 'Espírito Santo')",Brasil
Sra. Camila Souza,128.403.956-06,19,13/07/2005,"Área de Aragão, 155
Conjunto Celso Machado
87255-788 Duarte Paulista / ES","('GO', 'Goiás')",Brasil
Ana Laura da Cruz,610.427.893-04,30,14/12/1993,"Lago de Araújo, 65
Caetano Furquim
12564-945 Pires de Borges / MT","('CE', 'Ceará')",Brasil
Manuella Araújo,045.861.279-02,53,20/08/1971,"Quadra de Sampaio, 90
Vila Real 2ª Seção
57667505 Carvalho de Fernandes / RR","('RR', 'Roraima')",Brasil
Catarina Pastor,059.841.372-32,18,08/10/2006,"Trecho Emanuel Carvalho, 800
São Vicente
38379569 Gomes de Goiás / PR","('MS', 'Mato Grosso do Sul')",Brasil
Ana Liz da Costa,201.836.795-12,53,10/08/1971,"Jardim Lorenzo Vieira, 711
Maravilha
52518-204 Câmara / RR","('PR', 'Paraná')",Brasil
Agatha Vasconcelos,529.840.763-38,32,27/01/1992,"Condomínio Aurora Ribeiro, 356
João Paulo Ii
17746-435 Guerra Verde / SP","('CE', 'Ceará')",Brasil
Thiago Novais,321.079.568-12,24,26/06/2000,"Lagoa de Azevedo, 2
Grota
56990590 da Mata do Amparo / RO","('RO', 'Rondônia')",Brasil
Yago Ferreira,583.721.946-37,29,09/07/1995,"Alameda Larissa Moreira, 4
Vila Bandeirantes
27773007 Pacheco Alegre / ES","('PI', 'Piauí')",Brasil
Renan Vieira,752.049.613-99,24,06/09/2000,"Trecho de Cunha, 4
Alto Barroca
31091-056 Oliveira de Goiás / SC","('RR', 'Roraima')",Brasil
Ana Liz Alves,357.240.896-29,30,20/04/1994,"Favela Caldeira, 36
Vila Da Amizade
29180563 Sales / SP","('MS', 'Mato Grosso do Sul')",Brasil
Allana Rios,521.634.907-34,23,23/01/2001,"Vila Ana Clara Mendonça, 29
Bom Jesus
24042-834 Caldeira / AC","('PA', 'Pará')",Brasil
Thiago Pinto,791.682.054-49,37,08/04/1987,"Jardim de Garcia, 63
Betânia
72175-008 Aparecida da Mata / RS","('MT', 'Mato Grosso')",Brasil
Luara Monteiro,470.683.259-47,40,24/02/1984,"Estrada Castro, 51
Vila Madre Gertrudes 1ª Seção
00219341 Rios do Amparo / RR","('MA', 'Maranhão')",Brasil
Vitor Viana,523.941.768-73,23,12/06/2001,"Lagoa da Cunha, 27
Vila Nova Gameleira 1ª Seção
76618-674 Nogueira do Oeste / AP","('SE', 'Sergipe')",Brasil
Valentim Carvalho,914.753.820-14,40,02/07/1984,"Avenida Luiz Gustavo Camargo, 65
Piraja
12326864 Pastor de Sousa / TO","('MA', 'Maranhão')",Brasil
Bella Pinto,781.435.926-00,54,07/04/1970,"Condomínio de Rezende, 78
Ambrosina
24963221 Correia das Flores / DF","('AC', 'Acre')",Brasil
Augusto Sousa,273.864.015-07,38,12/12/1985,"Trecho Costela
Araguaia
82705869 Vasconcelos / TO","('PE', 'Pernambuco')",Brasil
Raul Nunes,832.910.645-42,27,12/02/1997,"Estação de Pastor, 9
Conjunto Lagoa
74904-309 Nascimento Paulista / PR","('TO', 'Tocantins')",Brasil
Mateus Barros,920.856.347-29,28,18/06/1996,"Trevo Augusto Sousa
Sagrada Família
18751-777 Peixoto de Vargas / PR","('RR', 'Roraima')",Brasil
Melissa Marques,234.986.170-87,51,31/08/1973,"Praça Lopes, 23
Conjunto São Francisco De Assis
35870-460 Machado / SP","('PA', 'Pará')",Brasil
Sr. Lucca Jesus,197.283.450-97,30,08/01/1994,"Pátio João Macedo, 496
Santa Rita
53803-797 da Conceição / MG","('MT', 'Mato Grosso')",Brasil
Caio Pires,790.123.685-02,55,30/10/1969,"Sítio Rios, 9
Colégio Batista
97155467 da Mota de da Cunha / DF","('ES', 'Espírito Santo')",Brasil
Fernanda Duarte,805.326.479-47,37,04/10/1987,"Loteamento Zoe Pastor, 315
Vila Atila De Paiva
55404279 Camargo dos Dourados / RO","('AM', 'Amazonas')",Brasil
Augusto Ferreira,815.049.637-84,49,21/09/1975,"Vereda de Lima, 177
Vitoria
15138419 Vargas / RO","('SC', 'Santa Catarina')",Brasil
Kevin Pereira,014.957.836-93,47,20/09/1977,"Vereda de da Costa, 89
Vila Jardim Alvorada
04447943 Alves / AC","('SC', 'Santa Catarina')",Brasil
Dr. João Gabriel Fogaça,290.537.684-83,44,01/12/1979,"Rua de Camargo, 31
Mangueiras
75979-564 Correia Paulista / MG","('RJ', 'Rio de Janeiro')",Brasil
Carlos Eduardo Fonseca,819.753.046-75,19,24/07/2005,"Alameda Liam Oliveira
Universo
21723561 Montenegro / CE","('MT', 'Mato Grosso')",Brasil
Ravy Pimenta,407.651.839-00,29,17/03/1995,"Alameda Caldeira, 44
Coração Eucarístico
26317-914 Peixoto / ES","('GO', 'Goiás')",Brasil
Ana Cecília Novais,786.592.341-46,29,29/05/1995,"Sítio Pires, 8
Colégio Batista
59766-552 Fernandes de Goiás / PR","('AL', 'Alagoas')",Brasil
Hadassa Mendes,835.140.697-00,57,08/10/1967,"Rodovia Beatriz Barbosa
São Benedito
16106738 Cassiano / AM","('GO', 'Goiás')",Brasil
Maria Liz da Cruz,258.934.610-70,30,21/01/1994,"Avenida da Rosa, 6
Santa Terezinha
82299973 Caldeira / DF","('SP', 'São Paulo')",Brasil
Maria Julia Oliveira,653.089.421-70,48,15/02/1976,"Avenida de Casa Grande
Vila Madre Gertrudes 4ª Seção
34536800 Barros / SE","('PI', 'Piauí')",Brasil
Natália da Paz,589.274.031-50,31,22/12/1992,"Morro Martins, 32
Jardim Dos Comerciarios
24420047 Teixeira do Campo / PB","('SC', 'Santa Catarina')",Brasil
Luiz Felipe Sampaio,905.263.418-15,59,21/11/1964,"Vale de Pastor, 9
Delta
07348205 Machado Verde / MA","('AM', 'Amazonas')",Brasil
Sr. Davi Lucas Borges,834.920.156-89,56,30/06/1968,"Vila Mendonça, 59
Vila São Rafael
80333081 Garcia da Prata / RR","('RS', 'Rio Grande do Sul')",Brasil
Dr. João Nunes,631.795.082-21,33,12/10/1991,"Parque de Farias, 7
Caetano Furquim
95460646 da Cunha do Amparo / PR","('ES', 'Espírito Santo')",Brasil
Larissa Guerra,806.175.423-17,25,17/01/1999,"Setor de Montenegro, 1
Vila Formosa
03960043 Mendonça de Minas / GO","('PB', 'Paraíba')",Brasil
Nina Azevedo,307.641.925-07,26,06/05/1998,"Passarela de Monteiro
Santa Lúcia
86526-210 Peixoto dos Dourados / MS","('CE', 'Ceará')",Brasil
Lucas Gabriel da Rosa,314.028.596-51,54,02/07/1970,"Lagoa de Cavalcanti
Jardim São José
02701-313 Pacheco / PA","('SE', 'Sergipe')",Brasil
Sr. Igor Fogaça,351.872.064-35,49,30/04/1975,"Chácara Maria Julia Viana
Mirtes
33980-781 Aparecida de Minas / SE","('SE', 'Sergipe')",Brasil
Olívia Sales,580.629.347-56,48,05/06/1976,"Morro Alícia Sampaio, 965
Santa Terezinha
91869545 Mendes / RS","('AC', 'Acre')",Brasil
Maria Helena Rios,285.314.960-98,54,26/07/1970,"Chácara de Pires, 738
Oeste
50940-726 Montenegro / BA","('PI', 'Piauí')",Brasil
Emanuel Machado,382.796.405-92,28,01/04/1996,"Morro Evelyn Cirino
Acaba Mundo
94600-234 Barros Verde / RR","('SC', 'Santa Catarina')",Brasil
Maria Júlia Sampaio,984.210.576-85,43,04/09/1981,"Chácara Abreu, 99
Nova America
29871286 Andrade Verde / AC","('GO', 'Goiás')",Brasil
Alexandre Gonçalves,514.098.372-97,24,06/08/2000,"Feira Nicolas Aragão, 1
Jaqueline
81876-308 Cassiano / PA","('AP', 'Amapá')",Brasil
Maria Laura da Cunha,524.630.879-00,38,28/03/1986,"Fazenda Agatha Sampaio, 437
Monte São José
73642-751 Fogaça dos Dourados / TO","('GO', 'Goiás')",Brasil
Levi Silveira,678.235.041-62,42,29/10/1982,"Morro Antony Cavalcante
Pantanal
96176350 Ribeiro de Caldeira / SP","('PB', 'Paraíba')",Brasil
Marcela Melo,794.653.802-29,46,21/08/1978,"Núcleo Amanda Pastor, 6
Etelvina Carneiro
91040-637 Lima / GO","('SP', 'São Paulo')",Brasil
Lucca Casa Grande,916.230.854-89,47,21/10/1977,"Praia Ana Carolina Moura, 401
Sion
07479845 da Rocha do Galho / PA","('AM', 'Amazonas')",Brasil
Carlos Eduardo Sousa,296.857.403-56,37,06/05/1987,"Avenida de da Conceição, 8
Conjunto Lagoa
15464305 Novais Paulista / AC","('PB', 'Paraíba')",Brasil
Pedro Miguel Cirino,810.594.327-14,35,31/01/1989,"Via Maria Isis da Mata
Bela Vitoria
42378-244 Gomes de Ferreira / ES","('AC', 'Acre')",Brasil
Maria Júlia Souza,712.450.386-80,22,07/10/2002,"Lago de Azevedo
Nova America
50389-806 Costela / AP","('GO', 'Goiás')",Brasil
Elisa Barbosa,869.405.273-38,41,14/04/1983,"Vila de Oliveira, 927
Aeroporto
78236493 Ferreira das Flores / MG","('AC', 'Acre')",Brasil
Levi Dias,875.094.163-10,28,21/09/1996,"Núcleo Laura da Costa, 43
Brasil Industrial
84648-345 da Paz Grande / RR","('MT', 'Mato Grosso')",Brasil
Mathias Camargo,208.357.194-05,38,26/08/1986,"Esplanada João Pedro da Conceição, 73
Vila Jardim Montanhes
50357910 Caldeira / SC","('CE', 'Ceará')",Brasil
Ian Rodrigues,928.410.673-78,49,29/01/1975,"Vale de Garcia, 9
Vila Paris
24901-760 da Cruz / AP","('SE', 'Sergipe')",Brasil
João Gabriel Cirino,635.410.782-35,25,15/08/1999,"Esplanada Teixeira, 66
Garças
19532948 Sousa de Rocha / SE","('GO', 'Goiás')",Brasil
Yasmin Pires,768.019.534-00,23,29/07/2001,"Alameda Alícia Nascimento, 28
Estoril
17184-615 Casa Grande / TO","('ES', 'Espírito Santo')",Brasil
Ana Luiza Costela,608.421.537-80,41,11/04/1983,"Praia Martins, 42
Santa Branca
22856446 Carvalho / SP","('MA', 'Maranhão')",Brasil
Henry Gabriel Novaes,260.348.971-22,60,10/06/1964,"Lagoa Almeida, 995
Vila Suzana Segunda Seção
68840-320 Sales / PR","('SP', 'São Paulo')",Brasil
Maria Eduarda Novais,967.421.385-64,37,26/12/1986,"Parque Novais, 40
Ápia
91816388 Costa de Costela / SE","('ES', 'Espírito Santo')",Brasil
João Guerra,916.403.582-42,49,22/11/1974,"Campo da Paz, 9
Vila Do Pombal
69506376 Oliveira / PB","('PR', 'Paraná')",Brasil
Yasmin Ferreira,498.560.127-67,38,22/02/1986,"Largo Macedo, 77
Pompéia
58093251 da Mota / AP","('GO', 'Goiás')",Brasil
Vinicius Lima,406.295.831-70,22,05/11/2002,"Estação Camargo, 59
Calafate
09164-401 Rezende do Sul / PR","('SP', 'São Paulo')",Brasil
Benicio Mendonça,860.259.341-42,23,16/09/2001,"Praia de Sá, 448
Xodo-Marize
04643-646 Martins / MS","('SC', 'Santa Catarina')",Brasil
Luiz Miguel Peixoto,180.654.327-35,43,14/01/1981,"Colônia Heloisa Gomes, 918
Jatobá
12025-653 Rodrigues de Almeida / SP","('AP', 'Amapá')",Brasil
Luana Rocha,062.981.375-21,46,20/01/1978,"Recanto Vasconcelos, 14
Manacas
31293-115 Nogueira do Sul / RS","('AP', 'Amapá')",Brasil
José Pedro Araújo,681.275.309-21,21,03/07/2003,"Rodovia Marcelo Cardoso, 377
Vila Pilar
00581734 da Luz de Goiás / MT","('TO', 'Tocantins')",Brasil
Marcos Vinicius Aparecida,497.825.613-55,36,09/10/1988,"Estrada de Casa Grande, 57
Jardinópolis
75118709 Vasconcelos / BA","('TO', 'Tocantins')",Brasil
Luara Moreira,548.973.016-10,52,18/02/1972,"Passarela de da Cunha, 92
Vila Madre Gertrudes 4ª Seção
30726439 Aparecida / RO","('CE', 'Ceará')",Brasil
Maria Sophia Rodrigues,108.324.596-15,43,19/01/1981,"Favela de Guerra, 53
Maravilha
42276921 Andrade do Oeste / PB","('MT', 'Mato Grosso')",Brasil
Yago Barros,318.570.694-39,50,26/09/1974,"Lago Camargo, 213
Estoril
79082-585 Montenegro / AM","('AP', 'Amapá')",Brasil
Ian Abreu,357.908.421-60,44,08/11/1980,"Colônia Lavínia Cavalcante, 5
Nova Esperança
08654-225 Nascimento do Norte / PB","('RN', 'Rio Grande do Norte')",Brasil
Juliana Borges,798.012.354-97,36,30/05/1988,"Alameda de Pacheco
Concórdia
37903-249 Mendonça das Pedras / AM","('MT', 'Mato Grosso')",Brasil
Luiz Henrique Rios,435.198.720-05,42,26/05/1982,"Lagoa de Martins
Guaratã
52677911 Martins de Jesus / BA","('RR', 'Roraima')",Brasil
Maria Eduarda Peixoto,671.804.539-00,44,28/07/1980,"Trevo Farias, 4
Braúnas
14641556 Castro do Sul / CE","('CE', 'Ceará')",Brasil
Diego Rezende,240.681.379-78,45,17/05/1979,"Estrada de Lopes, 64
Sion
70229-140 Novais / ES","('ES', 'Espírito Santo')",Brasil
Arthur Mendes,580.392.764-38,26,03/07/1998,"Trecho Caroline da Mata, 989
Boa União 1ª Seção
47541914 Duarte / RS","('AL', 'Alagoas')",Brasil
Ana Julia Silva,249.357.601-25,52,08/06/1972,"Residencial da Rocha, 43
Novo São Lucas
00881138 Porto Grande / MT","('AL', 'Alagoas')",Brasil
Maria Luísa Silva,786.491.503-57,29,22/12/1994,"Vereda Marina Rezende, 455
Santa Cruz
62536244 Peixoto de da Mota / RR","('RO', 'Rondônia')",Brasil
Kaique da Conceição,635.719.204-06,51,18/11/1973,"Residencial de Abreu
Vila Sumaré
52685827 Garcia / DF","('GO', 'Goiás')",Brasil
Sra. Pietra Câmara,094.173.865-57,19,12/04/2005,"Vale Isabella Castro, 87
Buritis
08168-768 Pires / RR","('AM', 'Amazonas')",Brasil
Luan Casa Grande,164.805.327-08,45,14/02/1979,"Recanto de Pires, 1
Maria Tereza
26442793 Pinto / PI","('SP', 'São Paulo')",Brasil
Cauê Moura,842.791.503-97,18,28/07/2006,"Condomínio de Santos, 86
Vila Santa Monica 1ª Seção
83115532 Lopes / MG","('AL', 'Alagoas')",Brasil
Catarina Câmara,934.810.567-10,52,02/12/1971,"Estrada Oliver Cassiano, 30
Cruzeiro
35758-267 Sales / AP","('RO', 'Rondônia')",Brasil
Sr. Benjamin Carvalho,279.085.614-11,42,20/06/1982,"Núcleo Araújo, 5
São Marcos
71941-945 Caldeira de Novais / MT","('PA', 'Pará')",Brasil
Breno da Mota,792.135.408-41,54,18/02/1970,"Núcleo de Jesus, 9
Santa Inês
85374-438 Mendes / PA","('MA', 'Maranhão')",Brasil
Sra. Heloísa Santos,458.196.027-49,22,20/11/2001,"Sítio de Montenegro, 51
Mirtes
54248-118 Monteiro / SE","('BA', 'Bahia')",Brasil
Agatha Rodrigues,589.367.142-28,59,11/05/1965,"Trecho de Alves, 67
Prado
95469-953 Moreira / PB","('RJ', 'Rio de Janeiro')",Brasil
Sr. Theodoro da Cruz,135.428.670-71,38,15/09/1986,"Residencial Albuquerque
Vila Nova Dos Milionarios
32691501 Rocha / CE","('RO', 'Rondônia')",Brasil
Bento da Mata,789.235.104-32,25,04/05/1999,"Jardim da Paz, 102
Grotinha
36287118 Vasconcelos Alegre / TO","('MG', 'Minas Gerais')",Brasil
Juan Montenegro,402.381.579-97,49,03/03/1975,"Aeroporto Fernanda da Rosa, 3
Olhos D'água
28034-191 Sales / RO","('GO', 'Goiás')",Brasil
Dr. Arthur Gabriel Leão,890.574.326-92,27,29/01/1997,"Chácara Camargo, 69
Califórnia
35070-788 Nascimento / PA","('MG', 'Minas Gerais')",Brasil
Lavínia Cavalcanti,347.918.506-10,30,22/05/1994,"Trevo Pietro Cavalcanti, 1
Conjunto Bonsucesso
82536355 Ribeiro do Campo / SE","('AC', 'Acre')",Brasil
Mirella Martins,627.180.349-04,46,27/02/1978,"Praça Manuela Cavalcanti, 55
Barão Homem De Melo 2ª Seção
37205597 Correia / DF","('MT', 'Mato Grosso')",Brasil
Bernardo Rodrigues,148.053.729-23,26,30/10/1998,"Núcleo de Marques, 32
Pilar
99894-574 Aragão do Sul / AL","('RO', 'Rondônia')",Brasil
Luiz Miguel Moraes,269.185.304-70,33,12/01/1991,"Vereda Gomes
Vila Madre Gertrudes 3ª Seção
45676-575 Ribeiro de Siqueira / RR","('SE', 'Sergipe')",Brasil
Enzo Gabriel Câmara,560.794.213-99,19,27/02/2005,"Passarela de Azevedo, 19
Vila De Sá
81961877 Viana / PB","('MT', 'Mato Grosso')",Brasil
Ana Aparecida,047.965.318-66,58,25/05/1966,"Parque de Aragão, 68
Camargos
96251552 Martins / MS","('RO', 'Rondônia')",Brasil
Dr. Yago da Costa,019.346.587-66,19,24/07/2005,"Área Pastor, 7
Vila Cemig
98064-676 Rios da Mata / RR","('PI', 'Piauí')",Brasil
Sr. Théo Siqueira,702.359.816-21,49,05/06/1975,"Vereda de da Costa
Vila Da Amizade
04673-597 Barros / PE","('DF', 'Distrito Federal')",Brasil
Ana Beatriz Albuquerque,082.456.371-90,31,13/06/1993,"Praça Abreu
Universo
86870205 da Conceição / MT","('PI', 'Piauí')",Brasil
Mirella Silveira,871.096.534-39,25,04/09/1999,"Praia Cardoso
Santa Isabel
21196-466 Correia de Pires / SC","('AP', 'Amapá')",Brasil
Dr. João Felipe Azevedo,123.096.547-52,55,29/06/1969,"Rodovia de Costela
Salgado Filho
78659-404 Cavalcanti do Campo / RR","('SP', 'São Paulo')",Brasil
Srta. Luna Leão,572.913.084-88,38,15/10/1986,"Jardim Carvalho, 5
Bairro Das Indústrias Ii
16243-226 Nunes / PR","('AL', 'Alagoas')",Brasil
Dra. Bella Guerra,495.706.321-43,33,19/03/1991,"Largo de Pacheco, 45
Vila Primeiro De Maio
18328810 da Rocha / GO","('RR', 'Roraima')",Brasil
Sra. Bianca Moraes,528.197.306-12,46,13/10/1978,"Colônia de Camargo, 971
Jardim Vitoria
00298-796 Peixoto da Praia / MG","('MS', 'Mato Grosso do Sul')",Brasil
Clarice Viana,243.756.819-00,58,19/05/1966,"Praia da Luz, 9
Nossa Senhora Aparecida
42346-116 Duarte do Norte / MS","('BA', 'Bahia')",Brasil
Dra. Catarina Freitas,436.017.589-20,24,02/03/2000,"Largo João Felipe das Neves, 83
Jardim Atlântico
44735-101 Camargo / MA","('PR', 'Paraná')",Brasil
Isadora Silveira,867.452.103-71,55,01/03/1969,"Residencial Otto Aragão, 96
Marieta 1ª Seção
28453084 Barbosa / AP","('GO', 'Goiás')",Brasil
Heloisa Nogueira,248.659.107-94,20,02/10/2004,"Avenida Melo, 784
Venda Nova
65558574 Rios de Goiás / MA","('CE', 'Ceará')",Brasil
Dr. Matteo Jesus,169.078.324-96,50,17/03/1974,"Vereda Murilo Silva, 1
Santa Sofia
46218781 Borges Alegre / TO","('SE', 'Sergipe')",Brasil
Zoe Teixeira,075.629.148-85,24,04/04/2000,"Avenida Gabrielly Pacheco, 64
Conjunto Bonsucesso
37265331 Aragão Grande / BA","('MG', 'Minas Gerais')",Brasil
Benjamin Gonçalves,431.675.298-73,52,09/01/1972,"Setor Daniel Farias
Vila Oeste
38777359 Jesus do Amparo / MS","('AP', 'Amapá')",Brasil
Zoe Dias,859.406.317-20,24,08/09/2000,"Loteamento de Farias
Alto Vera Cruz
24171-572 Fogaça / PB","('SC', 'Santa Catarina')",Brasil
Arthur Miguel da Paz,143.875.602-07,18,03/07/2006,"Chácara de Machado, 85
Grajaú
71893-476 Vasconcelos de Carvalho / PA","('GO', 'Goiás')",Brasil
Maria Clara da Luz,790.536.428-38,58,23/10/1966,"Feira Ramos, 80
Granja De Freitas
88695-673 da Costa / SC","('TO', 'Tocantins')",Brasil
Maria Sophia Ramos,107.284.356-08,43,25/10/1981,"Campo Aragão, 9
Conjunto Providencia
71276-778 Sousa / AL","('PA', 'Pará')",Brasil
Cauê Casa Grande,348.961.705-39,55,06/10/1969,"Chácara de Silva, 6
Vila Copasa
63128-731 Montenegro / MS","('RN', 'Rio Grande do Norte')",Brasil
Mariah da Rosa,725.169.348-82,38,15/07/1986,"Campo de Mendonça, 514
Nova Granada
38610-073 Martins / PI","('RN', 'Rio Grande do Norte')",Brasil
Brenda da Cruz,510.983.467-93,26,27/01/1998,"Jardim da Rosa, 54
Prado
17515617 da Costa / MS","('MS', 'Mato Grosso do Sul')",Brasil
Sr. Lucca da Paz,143.087.962-96,23,08/07/2001,"Núcleo de Silveira, 61
Itapoa
45389949 Rocha / MT","('PE', 'Pernambuco')",Brasil
Ana Julia Santos,395.017.642-06,34,08/03/1990,"Praça Costela, 17
São Francisco
53011-061 Souza da Mata / PB","('GO', 'Goiás')",Brasil
Heitor Silva,594.103.872-05,59,26/01/1965,"Morro de Peixoto, 114
Coração De Jesus
33452-603 da Cruz de Minas / ES","('RJ', 'Rio de Janeiro')",Brasil
Ravi Lucca da Mata,014.235.897-50,34,16/07/1990,"Trevo de Vargas, 2
Esperança
94400900 Cunha de Monteiro / TO","('PI', 'Piauí')",Brasil
Dr. Heitor Moura,083.259.741-41,40,09/04/1984,"Vale de Barbosa, 560
Vila Inestan
64629-007 Barbosa / AC","('DF', 'Distrito Federal')",Brasil
Pietra Cassiano,145.970.268-94,18,27/08/2006,"Lagoa Ana Sophia da Rosa, 85
Santa Efigênia
41682-662 Vieira / MG","('AC', 'Acre')",Brasil
Ana Júlia Cardoso,830.412.659-15,53,02/09/1971,"Praia de Araújo, 711
Vila Madre Gertrudes 4ª Seção
96774-019 Cunha de Machado / RS","('SP', 'São Paulo')",Brasil
Davi Miguel Caldeira,154.629.037-07,45,17/10/1979,"Esplanada Jesus, 1
Vila Madre Gertrudes 4ª Seção
42751513 Borges / MG","('GO', 'Goiás')",Brasil
Enrico da Luz,164.098.273-69,45,04/07/1979,"Via Bryan Garcia, 92
Tres Marias
01237-566 da Luz de Caldeira / AL","('RR', 'Roraima')",Brasil
João Felipe Cunha,607.819.342-22,56,22/11/1967,"Condomínio Zoe Rodrigues, 875
Mariquinhas
17015-615 Rocha de Goiás / ES","('AM', 'Amazonas')",Brasil
Lucca Vasconcelos,217.948.536-00,37,03/02/1987,"Área Eduarda Gonçalves, 84
Dom Bosco
93529606 Cassiano Grande / RJ","('PI', 'Piauí')",Brasil
Amanda Moura,164.982.357-64,44,08/07/1980,"Trecho Mateus Martins, 66
Dom Cabral
59898-471 Brito do Oeste / PA","('RO', 'Rondônia')",Brasil
Mathias Almeida,470.521.389-05,19,21/08/2005,"Trevo Viana, 78
Ipiranga
63200200 Lima Alegre / SC","('SE', 'Sergipe')",Brasil
Maria Fernanda Freitas,543.208.769-38,24,16/12/1999,"Núcleo Yuri Rocha, 304
Flavio Marques Lisboa
62718960 Cirino de Melo / PR","('AC', 'Acre')",Brasil
